chr7	88959	90029	chr7	149438	149439	LOC102723672_intergenic|chr7:88959-90029_1	0.02240797	.	.
chr7	88959	90029	chr7	149717	149718	LOC100507642_intergenic|chr7:88959-90029_2	0.022407426	.	.
chr7	88959	90029	chr7	192968	192969	FAM20C_intergenic|chr7:88959-90029_3	0.025378995	.	.
chr7	351190	352087	chr7	379424	379425	LOC442497_intergenic|chr7:391156-392053_4	0.032067443	.	.
chr7	361987	363232	chr7	379424	379425	LOC442497_intergenic|chr7:401953-403198_5	0.068865365	.	.
chr7	366195	366980	chr7	379424	379425	LOC442497_intergenic|chr7:406161-406946_6	0.039952873	.	.
chr7	460420	461993	chr7	379424	379425	LOC442497_intergenic|chr7:500057-501630_7	0.021421967	.	.
chr7	468749	469514	chr7	519844	519845	PDGFA_intergenic|chr7:508386-509151_8	0.02007814	.	.
chr7	513397	514233	chr7	379424	379425	LOC442497_genic|chr7:553034-553870_9	0.026212942	.	.
chr7	513397	514233	chr7	519844	519845	PDGFA_genic|chr7:553034-553870_10	0.047914322	.	.
chr7	513397	514233	chr7	520390	520391	HRAT92_genic|chr7:553034-553870_11	0.031482864	.	.
chr7	513397	514233	chr7	602844	602845	LOC101926963_genic|chr7:553034-553870_12	0.021097699	.	.
chr7	516739	517492	chr7	379424	379425	LOC442497_genic|chr7:556376-557129_13	0.020612249	.	.
chr7	516739	517492	chr7	519844	519845	PDGFA_genic|chr7:556376-557129_14	0.06293518	.	.
chr7	516739	517492	chr7	520390	520391	HRAT92_genic|chr7:556376-557129_15	0.061768656	.	.
chr7	516739	517492	chr7	602844	602845	LOC101926963_genic|chr7:556376-557129_16	0.024175771	.	.
chr7	537685	538934	chr7	379424	379425	LOC442497_intergenic|chr7:577322-578571_17	0.028506137	.	.
chr7	537685	538934	chr7	519844	519845	PDGFA_intergenic|chr7:577322-578571_18	0.045965691	.	.
chr7	537685	538934	chr7	520390	520391	HRAT92_intergenic|chr7:577322-578571_19	0.071776121	.	.
chr7	537685	538934	chr7	602844	602845	LOC101926963_intergenic|chr7:577322-578571_20	0.039000923	.	.
chr7	537685	538934	chr7	726700	726701	DNAAF5_intergenic|chr7:577322-578571_21	0.022338009	.	.
chr7	537685	538934	chr7	727676	727677	PRKAR1B_intergenic|chr7:577322-578571_22	0.022336322	.	.
chr7	542829	543623	chr7	379424	379425	LOC442497_intergenic|chr7:582466-583260_23	0.024213715	.	.
chr7	542829	543623	chr7	519844	519845	PDGFA_intergenic|chr7:582466-583260_24	0.047096935	.	.
chr7	542829	543623	chr7	520390	520391	HRAT92_intergenic|chr7:582466-583260_25	0.053460553	.	.
chr7	542829	543623	chr7	602844	602845	LOC101926963_intergenic|chr7:582466-583260_26	0.049944796	.	.
chr7	601515	602296	chr7	379424	379425	LOC442497_genic|chr7:641152-641933_27	0.021471679	.	.
chr7	601515	602296	chr7	519844	519845	PDGFA_genic|chr7:641152-641933_28	0.033405241	.	.
chr7	601515	602296	chr7	520390	520391	HRAT92_genic|chr7:641152-641933_29	0.038389973	.	.
chr7	601515	602296	chr7	602844	602845	LOC101926963_genic|chr7:641152-641933_30	0.098529933	.	.
chr7	601515	602296	chr7	726700	726701	DNAAF5_genic|chr7:641152-641933_31	0.020190363	.	.
chr7	601515	602296	chr7	727676	727677	PRKAR1B_genic|chr7:641152-641933_32	0.020188838	.	.
chr7	604043	604826	chr7	149438	149439	LOC102723672_genic|chr7:643680-644463_33	0.031785486	.	.
chr7	604043	604826	chr7	149717	149718	LOC100507642_genic|chr7:643680-644463_34	0.031784714	.	.
chr7	604043	604826	chr7	379424	379425	LOC442497_genic|chr7:643680-644463_35	0.042707811	.	.
chr7	604043	604826	chr7	519844	519845	PDGFA_genic|chr7:643680-644463_36	0.066444022	.	.
chr7	604043	604826	chr7	520390	520391	HRAT92_genic|chr7:643680-644463_37	0.076358804	.	.
chr7	604043	604826	chr7	602844	602845	LOC101926963_genic|chr7:643680-644463_38	0.19597898	.	.
chr7	604043	604826	chr7	726700	726701	DNAAF5_genic|chr7:643680-644463_39	0.040159234	.	.
chr7	604043	604826	chr7	727676	727677	PRKAR1B_genic|chr7:643680-644463_40	0.040156202	.	.
chr7	604043	604826	chr7	954683	954684	ADAP1_genic|chr7:643680-644463_41	0.023731598	.	.
chr7	610402	611479	chr7	379424	379425	LOC442497_genic|chr7:650039-651116_42	0.022248645	.	.
chr7	610402	611479	chr7	520390	520391	HRAT92_genic|chr7:650039-651116_43	0.027409063	.	.
chr7	610402	611479	chr7	602844	602845	LOC101926963_genic|chr7:650039-651116_44	0.038419983	.	.
chr7	610402	611479	chr7	726700	726701	DNAAF5_genic|chr7:650039-651116_45	0.021619846	.	.
chr7	610402	611479	chr7	727676	727677	PRKAR1B_genic|chr7:650039-651116_46	0.021618214	.	.
chr7	776733	778868	chr7	379424	379425	LOC442497_genic|chr7:816370-818505_47	0.02779367	.	.
chr7	776733	778868	chr7	519844	519845	PDGFA_genic|chr7:816370-818505_48	0.039161984	.	.
chr7	776733	778868	chr7	520390	520391	HRAT92_genic|chr7:816370-818505_49	0.027010114	.	.
chr7	776733	778868	chr7	602844	602845	LOC101926963_genic|chr7:816370-818505_50	0.029474582	.	.
chr7	776733	778868	chr7	726700	726701	DNAAF5_genic|chr7:816370-818505_51	0.05940305	.	.
chr7	776733	778868	chr7	727676	727677	PRKAR1B_genic|chr7:816370-818505_52	0.059398565	.	.
chr7	776733	778868	chr7	816614	816615	SUN1_genic|chr7:816370-818505_53	0.052836492	.	.
chr7	776733	778868	chr7	876553	876554	GET4_genic|chr7:816370-818505_54	0.045479677	.	.
chr7	776733	778868	chr7	954683	954684	ADAP1_genic|chr7:816370-818505_55	0.030255318	.	.
chr7	776733	778868	chr7	975599	975600	COX19_genic|chr7:816370-818505_56	0.025752369	.	.
chr7	812534	813903	chr7	726700	726701	DNAAF5_intergenic|chr7:852171-853540_57	0.02021381	.	.
chr7	812534	813903	chr7	727676	727677	PRKAR1B_intergenic|chr7:852171-853540_58	0.020212284	.	.
chr7	812534	813903	chr7	816614	816615	SUN1_intergenic|chr7:852171-853540_59	0.10922747	.	.
chr7	812534	813903	chr7	876553	876554	GET4_intergenic|chr7:852171-853540_60	0.038656809	.	.
chr7	831303	833074	chr7	520390	520391	HRAT92_genic|chr7:870940-872711_61	0.02128366	.	.
chr7	831303	833074	chr7	726700	726701	DNAAF5_genic|chr7:870940-872711_62	0.024202516	.	.
chr7	831303	833074	chr7	727676	727677	PRKAR1B_genic|chr7:870940-872711_63	0.024200689	.	.
chr7	831303	833074	chr7	816614	816615	SUN1_genic|chr7:870940-872711_64	0.127149909	.	.
chr7	831303	833074	chr7	876553	876554	GET4_genic|chr7:870940-872711_65	0.050213437	.	.
chr7	831303	833074	chr7	954683	954684	ADAP1_genic|chr7:870940-872711_66	0.036641009	.	.
chr7	831303	833074	chr7	975599	975600	COX19_genic|chr7:870940-872711_67	0.028300669	.	.
chr7	872852	873723	chr7	876553	876554	GET4_genic|chr7:912489-913360_68	0.040849555	.	.
chr7	940452	941815	chr7	954683	954684	ADAP1_genic|chr7:980088-981451_69	0.044996364	.	.
chr7	1027141	1028626	chr7	975599	975600	COX19_genic|chr7:1066777-1068262_70	0.033249046	.	.
chr7	1027141	1028626	chr7	1086806	1086807	GPER1_genic|chr7:1066777-1068262_71	0.029267311	.	.
chr7	1027141	1028626	chr7	1138257	1138258	C7orf50_genic|chr7:1066777-1068262_72	0.027328563	.	.
chr7	1027141	1028626	chr7	1160219	1160220	ZFAND2A_genic|chr7:1066777-1068262_73	0.021025476	.	.
chr7	1027141	1028626	chr7	1160373	1160374	LOC101927021_genic|chr7:1066777-1068262_74	0.021396569	.	.
chr7	1044142	1045199	chr7	975599	975600	COX19_genic|chr7:1083778-1084835_75	0.024713593	.	.
chr7	1044142	1045199	chr7	1086806	1086807	GPER1_genic|chr7:1083778-1084835_76	0.024037182	.	.
chr7	1123739	1124540	chr7	1086806	1086807	GPER1_genic|chr7:1163375-1164176_77	0.026992969	.	.
chr7	1123739	1124540	chr7	1138257	1138258	C7orf50_genic|chr7:1163375-1164176_78	0.030366771	.	.
chr7	1156652	1157432	chr7	1138257	1138258	C7orf50_genic|chr7:1196288-1197068_79	0.024149623	.	.
chr7	1156652	1157432	chr7	1160219	1160220	ZFAND2A_genic|chr7:1196288-1197068_80	0.050614003	.	.
chr7	1156652	1157432	chr7	1160373	1160374	LOC101927021_genic|chr7:1196288-1197068_81	0.049369053	.	.
chr7	1169775	1170555	chr7	1160373	1160374	LOC101927021_intergenic|chr7:1209411-1210191_82	0.03032817	.	.
chr7	1520196	1521063	chr7	1530731	1530732	MAFK_intergenic|chr7:1559832-1560699_83	0.020639219	.	.
chr7	1532421	1533186	chr7	1459473	1459474	MICALL2_genic|chr7:1572057-1572822_84	0.035935297	.	.
chr7	1532421	1533186	chr7	1504382	1504383	INTS1_genic|chr7:1572057-1572822_85	0.071445508	.	.
chr7	1532421	1533186	chr7	1530731	1530732	MAFK_genic|chr7:1572057-1572822_86	0.131241162	.	.
chr7	1532421	1533186	chr7	1569993	1569994	PSMG3_genic|chr7:1572057-1572822_87	0.050087198	.	.
chr7	1532421	1533186	chr7	1570072	1570073	PSMG3-AS1_genic|chr7:1572057-1572822_88	0.050087078	.	.
chr7	1532421	1533186	chr7	1742310	1742311	ELFN1-AS1_genic|chr7:1572057-1572822_89	0.023553911	.	.
chr7	1533720	1534220	chr7	1504382	1504383	INTS1_genic|chr7:1573356-1573856_90	0.030854995	.	.
chr7	1533720	1534220	chr7	1530731	1530732	MAFK_genic|chr7:1573356-1573856_91	0.056678796	.	.
chr7	1533720	1534220	chr7	1569993	1569994	PSMG3_genic|chr7:1573356-1573856_92	0.021631034	.	.
chr7	1533720	1534220	chr7	1570072	1570073	PSMG3-AS1_genic|chr7:1573356-1573856_93	0.021630982	.	.
chr7	1537122	1537622	chr7	1459473	1459474	MICALL2_genic|chr7:1576758-1577258_94	0.023489365	.	.
chr7	1537122	1537622	chr7	1504382	1504383	INTS1_genic|chr7:1576758-1577258_95	0.039759367	.	.
chr7	1537122	1537622	chr7	1530731	1530732	MAFK_genic|chr7:1576758-1577258_96	0.082819816	.	.
