chr5	168312	169102	chr5	218182	218183	CCDC127_genic|chr5:168427-169217_1	0.02368929	.	.
chr5	168312	169102	chr5	218222	218223	SDHA_genic|chr5:168427-169217_2	0.023689245	.	.
chr5	169167	169886	chr5	218182	218183	CCDC127_genic|chr5:169282-170001_3	0.023903933	.	.
chr5	169167	169886	chr5	218222	218223	SDHA_genic|chr5:169282-170001_4	0.023903888	.	.
chr5	222689	223866	chr5	218182	218183	CCDC127_genic|chr5:222804-223981_5	0.129386074	.	.
chr5	222689	223866	chr5	218222	218223	SDHA_genic|chr5:222804-223981_6	0.129385826	.	.
chr5	222689	223866	chr5	271524	271525	HRAT5_genic|chr5:222804-223981_7	0.045943645	.	.
chr5	222689	223866	chr5	271620	271621	PDCD6_genic|chr5:222804-223981_8	0.045943433	.	.
chr5	243143	244627	chr5	218182	218183	CCDC127_genic|chr5:243258-244742_9	0.032590901	.	.
chr5	243143	244627	chr5	218222	218223	SDHA_genic|chr5:243258-244742_10	0.032590839	.	.
chr5	243143	244627	chr5	271524	271525	HRAT5_genic|chr5:243258-244742_11	0.022574592	.	.
chr5	243143	244627	chr5	271620	271621	PDCD6_genic|chr5:243258-244742_12	0.022574488	.	.
chr5	310349	311452	chr5	218182	218183	CCDC127_genic|chr5:310464-311567_13	0.037039433	.	.
chr5	310349	311452	chr5	218222	218223	SDHA_genic|chr5:310464-311567_14	0.037039362	.	.
chr5	310349	311452	chr5	271524	271525	HRAT5_genic|chr5:310464-311567_15	0.043896436	.	.
chr5	310349	311452	chr5	271620	271621	PDCD6_genic|chr5:310464-311567_16	0.043896234	.	.
chr5	310349	311452	chr5	443160	443161	EXOC3-AS1_genic|chr5:310464-311567_17	0.061608722	.	.
chr5	310349	311452	chr5	443218	443219	EXOC3_genic|chr5:310464-311567_18	0.061608561	.	.
chr5	310349	311452	chr5	472965	472966	PP7080_genic|chr5:310464-311567_19	0.025434789	.	.
chr5	310349	311452	chr5	473235	473236	SLC9A3-AS1_genic|chr5:310464-311567_20	0.025434477	.	.
chr5	320867	322757	chr5	218182	218183	CCDC127_genic|chr5:320982-322872_21	0.03543275	.	.
chr5	320867	322757	chr5	218222	218223	SDHA_genic|chr5:320982-322872_22	0.035432683	.	.
chr5	320867	322757	chr5	271524	271525	HRAT5_genic|chr5:320982-322872_23	0.074523231	.	.
chr5	320867	322757	chr5	271620	271621	PDCD6_genic|chr5:320982-322872_24	0.074522887	.	.
chr5	320867	322757	chr5	443160	443161	EXOC3-AS1_genic|chr5:320982-322872_25	0.103287708	.	.
chr5	320867	322757	chr5	443218	443219	EXOC3_genic|chr5:320982-322872_26	0.103287439	.	.
